genome,Modules,KO_number,median_comparison,median_high,median_low,IQR_high,IQR_low
Olsenella sp. kh2p3,M00009,K00031,High,0.2929267065,0.2251513225,0.031224569,0.05101973925
Olsenella sp. kh2p3,M00173,K00031,High,0.2929267065,0.2251513225,0.031224569,0.05101973925
Olsenella sp. kh2p3,M00001,K00134,High,0.338002205,0.1834728545,0.09086784825,0.0384487455
Olsenella sp. kh2p3,M00002,K00134,High,0.338002205,0.1834728545,0.09086784825,0.0384487455
Olsenella sp. kh2p3,M00003,K00134,High,0.338002205,0.1834728545,0.09086784825,0.0384487455
Olsenella sp. kh2p3,M00165,K00134,High,0.338002205,0.1834728545,0.09086784825,0.0384487455
Olsenella sp. kh2p3,M00009,K00244,High,0.4378938665,0.266040187,0.04556937025,0.10348699025
Olsenella sp. kh2p3,M00026,K00765,High,0.245755357,0.1639406975,0.0298440175,0.0427267945
Olsenella sp. kh2p3,M00026,K00817,High,0.1946023355,0.140734079,0.059681008,0.0211866995
Olsenella sp. kh2p3,M00001,K00850,High,0.451312739,0.288778988,0.072006453,0.0601751759999999
Olsenella sp. kh2p3,M00001,K00927,High,0.2384558945,0.1414694305,0.0280225155,0.04777718075
Olsenella sp. kh2p3,M00002,K00927,High,0.2384558945,0.1414694305,0.0280225155,0.04777718075
Olsenella sp. kh2p3,M00003,K00927,High,0.2384558945,0.1414694305,0.0280225155,0.04777718075
Olsenella sp. kh2p3,M00165,K00927,High,0.2384558945,0.1414694305,0.0280225155,0.04777718075
Olsenella sp. kh2p3,M00173,K01006,High,0.30144137,0.231042034,0.01933410925,0.07512154575
Olsenella sp. kh2p3,M00026,K01089,High,0.1684710565,0.136153919,0.04201961125,0.00722299124999998
Olsenella sp. kh2p3,M00173,K01595,High,0.2352975,0.181580194,0.01595626575,0.01437435975
Olsenella sp. kh2p3,M00003,K01610,High,0.329882813,0.241645274,0.00379175650000002,0.04095113325
Olsenella sp. kh2p3,M00001,K01624,High,0.449886929,0.412686567,0.0563922825,0.12272352175
Olsenella sp. kh2p3,M00003,K01624,High,0.449886929,0.412686567,0.0563922825,0.12272352175
Olsenella sp. kh2p3,M00165,K01624,High,0.449886929,0.412686567,0.0563922825,0.12272352175
Olsenella sp. kh2p3,M00009,K01647,High,0.3077431205,0.2787356885,0.0147439265,0.07367835875
Olsenella sp. kh2p3,M00009,K01679,High,0.293049737,0.248628373,0.036727477,0.056352975
Olsenella sp. kh2p3,M00173,K01679,High,0.293049737,0.248628373,0.036727477,0.056352975
Olsenella sp. kh2p3,M00009,K01681,High,0.179238949,0.140370642,0.021090965,0.04431019
Olsenella sp. kh2p3,M00173,K01681,High,0.179238949,0.140370642,0.021090965,0.04431019
Olsenella sp. kh2p3,M00026,K01693,High,0.1684710565,0.136153919,0.04201961125,0.00722299124999998
Olsenella sp. kh2p3,M00001,K01803,High,0.2384558945,0.1414694305,0.0280225155,0.04777718075
Olsenella sp. kh2p3,M00002,K01803,High,0.2384558945,0.1414694305,0.0280225155,0.04777718075
Olsenella sp. kh2p3,M00003,K01803,High,0.2384558945,0.1414694305,0.0280225155,0.04777718075
Olsenella sp. kh2p3,M00165,K01803,High,0.2384558945,0.1414694305,0.0280225155,0.04777718075
Olsenella sp. kh2p3,M00165,K01808,High,0.201368524,0.213938086,0.060434752,0.0784995355
Olsenella sp. kh2p3,M00001,K01834,High,0.323348694,0.091637631,0.049536115,0.102525715
Olsenella sp. kh2p3,M00002,K01834,High,0.323348694,0.091637631,0.049536115,0.102525715
Olsenella sp. kh2p3,M00003,K01834,High,0.323348694,0.091637631,0.049536115,0.102525715
Olsenella sp. kh2p3,M00026,K02500,High,0.1546296295,0.1351120855,0.05519607825,0.00995519049999999
Olsenella sp. kh2p3,M00026,K02502,High,0.245755357,0.1639406975,0.0298440175,0.0427267945
Oribacterium sp. P6A1,M00165,K00134,High,0.0386400785,0.043367347,0.0785405685,0.014842198
Oribacterium sp. P6A1,M00308,K00134,High,0.0386400785,0.043367347,0.0785405685,0.014842198
Oribacterium sp. P6A1,M00165,K00615,High,0.1063568405,0.07390174,0.02642216575,0.00380810799999999
Oribacterium sp. P6A1,M00308,K00874,High,0.082263208,0.055081498,0.045140388,0.020048942
Oribacterium sp. P6A1,M00165,K00927,High,0.094826278,0.045619519,0.03630861375,0.024727635
Oribacterium sp. P6A1,M00308,K00927,High,0.094826278,0.045619519,0.03630861375,0.024727635
Oribacterium sp. P6A1,M00165,K01624,High,0.038608696,0.051118421,0.030539682,0.01699078925
Oribacterium sp. P6A1,M00308,K01625,High,0.016958715,0.020164609,0.002555423,0.0223805835
Oribacterium sp. P6A1,M00165,K01783,High,0.0505222815,0.071541469,0.0122783235,0.001725903
Oribacterium sp. P6A1,M00165,K01803,High,0.094826278,0.045619519,0.03630861375,0.024727635
Oribacterium sp. WCC10,M00001,K00134,High,0.151992721,0.073073645,0.02533212,0.02877208175
Oribacterium sp. WCC10,M00002,K00134,High,0.151992721,0.073073645,0.02533212,0.02877208175
Oribacterium sp. WCC10,M00003,K00134,High,0.151992721,0.073073645,0.02533212,0.02877208175
Oribacterium sp. WCC10,M00165,K00134,High,0.151992721,0.073073645,0.02533212,0.02877208175
Oribacterium sp. WCC10,M00165,K00615,High,0.0699767715,0.052354107,0.01716928275,0.013478997
Oribacterium sp. WCC10,M00001,K00850,High,0.07177157,0.053872852,0.0149682765,0.02828254325
Oribacterium sp. WCC10,M00001,K00927,High,0.066073214,0.0419823,0.014507226,0.0124465605
Oribacterium sp. WCC10,M00002,K00927,High,0.066073214,0.0419823,0.014507226,0.0124465605
Oribacterium sp. WCC10,M00003,K00927,High,0.066073214,0.0419823,0.014507226,0.0124465605
Oribacterium sp. WCC10,M00165,K00927,High,0.066073214,0.0419823,0.014507226,0.0124465605
Oribacterium sp. WCC10,M00003,K01610,High,0.067068134,0.04892042,0.01319819925,0.00531303449999999
Oribacterium sp. WCC10,M00165,K01783,High,0,0.066879192,0,0.00752780725
Oribacterium sp. WCC10,M00001,K01803,High,0.066073214,0.0419823,0.014507226,0.0124465605
Oribacterium sp. WCC10,M00002,K01803,High,0.066073214,0.0419823,0.014507226,0.0124465605
Oribacterium sp. WCC10,M00003,K01803,High,0.066073214,0.0419823,0.014507226,0.0124465605
Oribacterium sp. WCC10,M00165,K01803,High,0.066073214,0.0419823,0.014507226,0.0124465605
Oribacterium sp. WCC10,M00001,K01810,High,0.076376458,0.075371504,0.012320566,0.011611285
Oribacterium sp. WCC10,M00001,K01834,High,0.134883721,0.159267735,0.053000871,0.038953694
Oribacterium sp. WCC10,M00002,K01834,High,0.134883721,0.159267735,0.053000871,0.038953694
Oribacterium sp. WCC10,M00003,K01834,High,0.134883721,0.159267735,0.053000871,0.038953694
Porphyromonadaceae bacterium NLAE-zl-C104,M00376,K00239,Low,0.0858777085,0.0867837755,0.013646095,0.00864355149999999
Porphyromonadaceae bacterium NLAE-zl-C104,M00376,K00240,Low,0.114867531,0.126575792,0.03888148725,0.034354321
Porphyromonadaceae bacterium NLAE-zl-C104,M00376,K01847,Low,0.0817031875,0.0947478575,0.019749601,0.00941701150000002
Porphyromonadaceae bacterium NLAE-zl-C104,M00376,K01849,Low,0.0817031875,0.0947478575,0.019749601,0.00941701150000002
Prevotella bryantii DSM 11371,M00009,K00239,High,0.0453964685,0.0634027515,0.01162201525,0.025200813
Prevotella bryantii DSM 11371,M00011,K00239,High,0.0453964685,0.0634027515,0.01162201525,0.025200813
Prevotella bryantii DSM 11371,M00009,K00240,High,0.099450885,0,0,0
Prevotella bryantii DSM 11371,M00011,K00240,High,0.099450885,0,0,0
Prevotella bryantii DSM 11371,M00009,K00241,High,0.212484433,0.142576419,0.00590234525,0.093824106
Prevotella bryantii DSM 11371,M00011,K00241,High,0.212484433,0.142576419,0.00590234525,0.093824106
Prevotella bryantii DSM 11371,M00009,K00244,High,0.063475418,0,0.012502734,0.0158688545
Prevotella bryantii DSM 11371,M00011,K00244,High,0.063475418,0,0.012502734,0.0158688545
Prevotella bryantii DSM 11371,M00009,K00245,High,0.099450885,0,0,0
Prevotella bryantii DSM 11371,M00011,K00245,High,0.099450885,0,0,0
Prevotella sp. MA2016,M00022,K00014,High,0.06323523,0.0568163675,0.0148981025,0.003717519
Prevotella sp. MA2016,M00022,K00800,High,0.083516065,0.0657296305,0.010027375,0.00680319825
Prevotella sp. MA2016,M00022,K00891,High,0.0552462885,0.0378971625,0.005576704,0.010066793
Prevotella sp. MA2016,M00022,K01735,High,0.126104982,0.1152625805,0.01439612925,0.019244234
Prevotella sp. MA2016,M00022,K01736,High,0.070722335,0.0564229055,0.0116156065,0.00738406075
Prevotella sp. ne3005,M00028,K00145,Low,0.0503538305,0.0581067545,0.00820004200000001,0.014205553
Prevotella sp. ne3005,M00028,K00821,Low,0.055800632,0.068569662,0.0051761585,0.0160229695
Prevotella sp. ne3005,M00028,K00930,Low,0.0796085365,0.089304316,0.022442874,0.01767361325
Prevotella sp. ne3005,M00028,K01438,Low,0.071268628,0.103221111,0.0243906035,0.02680954725
Propionibacteriaceae bacterium P6A17,M00009,K00239,Low,0.3763586955,0.34890108,0.05968545225,0.03687991875
Propionibacteriaceae bacterium P6A17,M00011,K00239,Low,0.3763586955,0.34890108,0.05968545225,0.03687991875
Propionibacteriaceae bacterium P6A17,M00009,K00240,Low,0.4982024545,0.563813938,0.0729346452500001,0.142545751
Propionibacteriaceae bacterium P6A17,M00011,K00240,Low,0.4982024545,0.563813938,0.0729346452500001,0.142545751
Propionibacteriaceae bacterium P6A17,M00009,K00245,Low,0.4982024545,0.563813938,0.0729346452500001,0.142545751
Propionibacteriaceae bacterium P6A17,M00011,K00245,Low,0.4982024545,0.563813938,0.0729346452500001,0.142545751
Propionibacteriaceae bacterium P6A17,M00009,K01676,Low,0.311249137,0.4459265905,0.0809586425,0.0480228635000001
Propionibacteriaceae bacterium P6A17,M00011,K01676,Low,0.311249137,0.4459265905,0.0809586425,0.0480228635000001
Propionibacteriaceae bacterium P6A17,M00009,K01677,Low,0.311249137,0.4459265905,0.0809586425,0.0480228635000001
Propionibacteriaceae bacterium P6A17,M00011,K01677,Low,0.311249137,0.4459265905,0.0809586425,0.0480228635000001
Propionibacteriaceae bacterium P6A17,M00009,K01678,Low,0.311249137,0.4459265905,0.0809586425,0.0480228635000001
Propionibacteriaceae bacterium P6A17,M00011,K01678,Low,0.311249137,0.4459265905,0.0809586425,0.0480228635000001
Ruminococcaceae bacterium AB4001,M00048,K00602,Low,0.0486441,0.1139692615,0.02904112675,0.0110530645
Ruminococcaceae bacterium AB4001,M00048,K00764,Low,0.047962845,0.061179611,0.010894079,0.0168325765
Ruminococcaceae bacterium AB4001,M00048,K01756,Low,0.049937341,0.083941057,0.022559558,0.00712961700000001
Ruminococcaceae bacterium AB4001,M00048,K01923,Low,0.0461130875,0.039891538,0.01246473775,0.01262138375
Ruminococcaceae bacterium AB4001,M00048,K01933,Low,0.087692308,0.11423519,0.028692381,0.0234695325
Ruminococcaceae bacterium AB4001,M00048,K01945,Low,0.0436070425,0.0472520745,0.00503132125,0.0051841665
Ruminococcaceae bacterium AB4001,M00048,K01952,Low,0.131813609,0.162620676,0.0227222655,0.0227851
Ruminococcaceae bacterium P7,M00048,K00602,Low,0.063063954,0.083007014,0.0254249785,0.032470569
Ruminococcaceae bacterium P7,M00855,K00688,High,0.126519171,0.13740615,0.0190530825,0.04174939025
Ruminococcaceae bacterium P7,M00855,K00705,High,0.1232018855,0.1108951815,0.00922443525000002,0.01049780425
Ruminococcaceae bacterium P7,M00048,K00764,Low,0.064870115,0.071376508,0.025159459,0.00528194
Ruminococcaceae bacterium P7,M00855,K01200,High,0.176297903,0.1227720825,0.0242802985,0.0463127805
Ruminococcaceae bacterium P7,M00048,K01587,Low,0.040979187,0.074099352,0.0102639095,0.0181326425
Ruminococcaceae bacterium P7,M00048,K01756,Low,0.0453718955,0.054202165,0.00423847474999999,0.0152968975
Ruminococcaceae bacterium P7,M00855,K01835,High,0.1319857145,0.1039865965,0.02267006725,0.01676168975
Ruminococcaceae bacterium P7,M00048,K01923,Low,0.040979187,0.074099352,0.0102639095,0.0181326425
Ruminococcaceae bacterium P7,M00048,K01933,Low,0.0811076145,0.1172880895,0.016173677,0.031723786
Ruminococcaceae bacterium P7,M00048,K01945,Low,0.0547948535,0.0551224335,0.0049089905,0.00405323699999999
Ruminococcaceae bacterium P7,M00048,K01952,Low,0.088304111,0.093470739,0.01269911925,0.00894917874999999
Ruminococcaceae bacterium P7,M00082,K01961,High,0.0741687245,0.060116954,0.00967029899999999,0.00941931100000001
Ruminococcaceae bacterium P7,M00376,K01961,High,0.0741687245,0.060116954,0.00967029899999999,0.00941931100000001
Ruminococcaceae bacterium P7,M00082,K01962,High,0.1033821115,0.086262715,0.01539739725,0.02064427425
Ruminococcaceae bacterium P7,M00376,K01962,High,0.1033821115,0.086262715,0.01539739725,0.02064427425
Ruminococcaceae bacterium P7,M00082,K01963,High,0.1033821115,0.086262715,0.01539739725,0.02064427425
Ruminococcaceae bacterium P7,M00376,K01963,High,0.1033821115,0.086262715,0.01539739725,0.02064427425
Ruminococcaceae bacterium P7,M00082,K02160,High,0.1678523465,0.086169061,0.10646563325,0.012151823
Ruminococcaceae bacterium P7,M00376,K02160,High,0.1678523465,0.086169061,0.10646563325,0.012151823
Ruminococcaceae bacterium P7,M00855,K02438,High,0.1216066385,0.106067505,0.0112237065,0.00717262299999999
Ruminococcus albus KH2T6,M00002,K00134,High,0.113880126,0.0674775185,0.076945919,0.071059205
Ruminococcus albus KH2T6,M00003,K00134,High,0.113880126,0.0674775185,0.076945919,0.071059205
Ruminococcus albus KH2T6,M00002,K00927,High,0.151681441,0.116377943,0.042291731,0.029370846
Ruminococcus albus KH2T6,M00003,K00927,High,0.151681441,0.116377943,0.042291731,0.029370846
Ruminococcus albus KH2T6,M00002,K01689,High,0.1223347505,0.066816791,0.0251346085,0.017735321
Ruminococcus albus KH2T6,M00003,K01689,High,0.1223347505,0.066816791,0.0251346085,0.017735321
Ruminococcus albus KH2T6,M00002,K01803,High,0.151681441,0.116377943,0.042291731,0.029370846
Ruminococcus albus KH2T6,M00003,K01803,High,0.151681441,0.116377943,0.042291731,0.029370846
Ruminococcus flavefaciens MC2020,M00165,K00134,High,0.090878661,0.0735047995,0.02753067325,0.025482643
Ruminococcus flavefaciens MC2020,M00165,K00615,High,0.075810277,0.0653285665,0.00273314,0.00733899874999999
Ruminococcus flavefaciens MC2020,M00165,K00927,High,0.075115483,0.064938923,0.02105141575,0.01046155525
Ruminococcus flavefaciens MC2020,M00165,K01803,High,0.075115483,0.064938923,0.02105141575,0.01046155525
Selenomonas ruminantium AB3002,M00376,K00239,Low,0.019631493,0.0276030685,0.000654383000000001,0.000862595500000001
Selenomonas ruminantium AB3002,M00376,K00240,Low,0.03265595,0.051210467,0.012559981,0.00222654199999999
Selenomonas ruminantium AB3002,M00376,K00241,Low,0.0447735375,0.043625498,0.01222017375,0.014541833
Selenomonas ruminantium AB3002,M00376,K01847,Low,0.035605733,0.09913456,0.0120622375,0.063343886
Selenomonas ruminantium AB3002,M00376,K01849,Low,0.027225013,0.09913456,0.0202178435,0.0735849015
Succiniclasticum ruminis DSM11005,M00026,K00013,Low,0.053565641,0.066549418,0.010264198,0.00272437550000002
Succiniclasticum ruminis DSM11005,M00004,K00033,Low,0.07941304,0.0803005595,0.0195198885,0.010346351
Succiniclasticum ruminis DSM11005,M00019,K00053,Low,0.0476667845,0.092448586,0.0219850645,0.0561322445
Succiniclasticum ruminis DSM11005,M00793,K00067,Low,0.0786589395,0.0786490345,0.02243081325,0.010985706
Succiniclasticum ruminis DSM11005,M00016,K00133,Low,0.0263507985,0.0373980795,0.007475107,0.0047283995
Succiniclasticum ruminis DSM11005,M00525,K00133,Low,0.0263507985,0.0373980795,0.007475107,0.0047283995
Succiniclasticum ruminis DSM11005,M00527,K00133,Low,0.0263507985,0.0373980795,0.007475107,0.0047283995
Succiniclasticum ruminis DSM11005,M00001,K00134,Low,0.10148427,0.097257959,0.04445516675,0.02649525225
Succiniclasticum ruminis DSM11005,M00165,K00134,Low,0.10148427,0.097257959,0.04445516675,0.02649525225
Succiniclasticum ruminis DSM11005,M00028,K00145,Low,0.112248389,0.135337226,0.0427230345,0.00510786800000002
Succiniclasticum ruminis DSM11005,M00009,K00174,Low,0.0299848825,0.0316168535,0.0183158665,0.010000874
Succiniclasticum ruminis DSM11005,M00011,K00174,Low,0.0299848825,0.0316168535,0.0183158665,0.010000874
Succiniclasticum ruminis DSM11005,M00173,K00174,Low,0.0299848825,0.0316168535,0.0183158665,0.010000874
Succiniclasticum ruminis DSM11005,M00620,K00174,Low,0.0299848825,0.0316168535,0.0183158665,0.010000874
Succiniclasticum ruminis DSM11005,M00009,K00175,Low,0.037676541,0.043437515,0.01087155175,0.004603808
Succiniclasticum ruminis DSM11005,M00011,K00175,Low,0.037676541,0.043437515,0.01087155175,0.004603808
Succiniclasticum ruminis DSM11005,M00173,K00175,Low,0.037676541,0.043437515,0.01087155175,0.004603808
Succiniclasticum ruminis DSM11005,M00620,K00175,Low,0.037676541,0.043437515,0.01087155175,0.004603808
Succiniclasticum ruminis DSM11005,M00009,K00176,Low,0.015172606,0.015172606,0.016762117,0.0034483195
Succiniclasticum ruminis DSM11005,M00011,K00176,Low,0.015172606,0.015172606,0.016762117,0.0034483195
Succiniclasticum ruminis DSM11005,M00173,K00176,Low,0.015172606,0.015172606,0.016762117,0.0034483195
Succiniclasticum ruminis DSM11005,M00620,K00176,Low,0.015172606,0.015172606,0.016762117,0.0034483195
Succiniclasticum ruminis DSM11005,M00009,K00177,Low,0.061259234,0.0740885625,0.01709833,0.0103862415
Succiniclasticum ruminis DSM11005,M00011,K00177,Low,0.061259234,0.0740885625,0.01709833,0.0103862415
Succiniclasticum ruminis DSM11005,M00173,K00177,Low,0.061259234,0.0740885625,0.01709833,0.0103862415
Succiniclasticum ruminis DSM11005,M00620,K00177,Low,0.061259234,0.0740885625,0.01709833,0.0103862415
Succiniclasticum ruminis DSM11005,M00016,K00215,Low,0.1327987965,0.129774284,0.042493682,0.00781338349999999
Succiniclasticum ruminis DSM11005,M00525,K00215,Low,0.1327987965,0.129774284,0.042493682,0.00781338349999999
Succiniclasticum ruminis DSM11005,M00527,K00215,Low,0.1327987965,0.129774284,0.042493682,0.00781338349999999
Succiniclasticum ruminis DSM11005,M00924,K00595,Low,0.078591048,0.0937733175,0.0308570315,0.01047412725
Succiniclasticum ruminis DSM11005,M00925,K00595,Low,0.078591048,0.0937733175,0.0308570315,0.01047412725
Succiniclasticum ruminis DSM11005,M00004,K00615,Low,0.0831091445,0.0953855905,0.0131922495,0.0084301245
Succiniclasticum ruminis DSM11005,M00165,K00615,Low,0.0831091445,0.0953855905,0.0131922495,0.0084301245
Succiniclasticum ruminis DSM11005,M00004,K00616,Low,0.033467202,0.044249769,0.00223312050000001,0.00884457875
Succiniclasticum ruminis DSM11005,M00028,K00620,Low,0.117790639,0.1293435015,0.016426128,0.013683137
Succiniclasticum ruminis DSM11005,M00374,K00626,Low,0.134556092,0.108290914,0.28501240325,0.01085728525
Succiniclasticum ruminis DSM11005,M00026,K00765,Low,0.0565256565,0.064183274,0.00884677525,0.00359567675000001
Succiniclasticum ruminis DSM11005,M00026,K00817,Low,0.062381088,0.0985391695,0.025757578,0.01071855925
Succiniclasticum ruminis DSM11005,M00016,K00821,Low,0.064993572,0.0714328105,0.00558547925,0.00296643175
Succiniclasticum ruminis DSM11005,M00028,K00821,Low,0.064993572,0.0714328105,0.00558547925,0.00296643175
Succiniclasticum ruminis DSM11005,M00001,K00927,Low,0.055888366,0.0641727355,0.01135643275,0.000526857000000006
Succiniclasticum ruminis DSM11005,M00165,K00927,Low,0.055888366,0.0641727355,0.01135643275,0.000526857000000006
Succiniclasticum ruminis DSM11005,M00016,K00928,Low,0.052962775,0.0533573495,0.031580837,0.0022192525
Succiniclasticum ruminis DSM11005,M00525,K00928,Low,0.052962775,0.0533573495,0.031580837,0.0022192525
Succiniclasticum ruminis DSM11005,M00527,K00928,Low,0.052962775,0.0533573495,0.031580837,0.0022192525
Succiniclasticum ruminis DSM11005,M00028,K00930,Low,0.11133417,0.125366906,0.00867365650000002,0.00782709625
Succiniclasticum ruminis DSM11005,M00793,K00973,Low,0.0603877865,0.062104884,0.0092789555,0.017398785
Succiniclasticum ruminis DSM11005,M00173,K01006,Low,0.0676662745,0.076587942,0.014166697,0.00379500475
Succiniclasticum ruminis DSM11005,M00173,K01007,Low,0.0406401275,0.041158408,0.01886937925,0.000952150999999998
Succiniclasticum ruminis DSM11005,M00374,K01007,Low,0.0406401275,0.041158408,0.01886937925,0.000952150999999998
Succiniclasticum ruminis DSM11005,M00004,K01057,Low,0.022390898,0.032733983,0.0072584205,0.0034993745
Succiniclasticum ruminis DSM11005,M00026,K01089,Low,0.0881278645,0.129352031,0.01266572,0.004250849
Succiniclasticum ruminis DSM11005,M00026,K01496,Low,0.034995844,0.037495547,0.0023354305,0.00340404699999999
Succiniclasticum ruminis DSM11005,M00026,K01523,Low,0.034995844,0.037495547,0.0023354305,0.00340404699999999
Succiniclasticum ruminis DSM11005,M00016,K01586,Low,0.0615478115,0.0688508285,0.027455577,0.003345207
Succiniclasticum ruminis DSM11005,M00525,K01586,Low,0.0615478115,0.0688508285,0.027455577,0.003345207
Succiniclasticum ruminis DSM11005,M00527,K01586,Low,0.0615478115,0.0688508285,0.027455577,0.003345207
Succiniclasticum ruminis DSM11005,M00001,K01623,Low,0.0260093165,0.05538731,0.026142698,0.00425261525
Succiniclasticum ruminis DSM11005,M00165,K01623,Low,0.0260093165,0.05538731,0.026142698,0.00425261525
Succiniclasticum ruminis DSM11005,M00001,K01624,Low,0.019749728,0.020810998,0.00438552925,0.0022834515
Succiniclasticum ruminis DSM11005,M00165,K01624,Low,0.019749728,0.020810998,0.00438552925,0.0022834515
Succiniclasticum ruminis DSM11005,M00019,K01652,Low,0.0762848085,0.0972815495,0.0608573615,0.006616437
Succiniclasticum ruminis DSM11005,M00019,K01653,Low,0.0710341485,0.0624822745,0.0186625915,0.015652278
Succiniclasticum ruminis DSM11005,M00009,K01677,Low,0.04600049,0.062489839,0.0187924485,0.0184194275
Succiniclasticum ruminis DSM11005,M00011,K01677,Low,0.04600049,0.062489839,0.0187924485,0.0184194275
Succiniclasticum ruminis DSM11005,M00173,K01677,Low,0.04600049,0.062489839,0.0187924485,0.0184194275
Succiniclasticum ruminis DSM11005,M00374,K01677,Low,0.04600049,0.062489839,0.0187924485,0.0184194275
Succiniclasticum ruminis DSM11005,M00620,K01677,Low,0.04600049,0.062489839,0.0187924485,0.0184194275
Succiniclasticum ruminis DSM11005,M00009,K01678,Low,0.0392783965,0.0495232175,0.019167105,0.000871665250000001
Succiniclasticum ruminis DSM11005,M00011,K01678,Low,0.0392783965,0.0495232175,0.019167105,0.000871665250000001
Succiniclasticum ruminis DSM11005,M00173,K01678,Low,0.0392783965,0.0495232175,0.019167105,0.000871665250000001
Succiniclasticum ruminis DSM11005,M00374,K01678,Low,0.0392783965,0.0495232175,0.019167105,0.000871665250000001
Succiniclasticum ruminis DSM11005,M00620,K01678,Low,0.0392783965,0.0495232175,0.019167105,0.000871665250000001
Succiniclasticum ruminis DSM11005,M00019,K01687,Low,0.050399251,0.078519337,0.030867233,0.02268233875
Succiniclasticum ruminis DSM11005,M00001,K01689,Low,0.056387755,0.051744381,0.01114191,0.01056916225
Succiniclasticum ruminis DSM11005,M00026,K01693,Low,0.0881278645,0.129352031,0.01266572,0.004250849
Succiniclasticum ruminis DSM11005,M00121,K01698,Low,0.0538437365,0.058007286,0.02987687125,0.00515439325000001
Succiniclasticum ruminis DSM11005,M00846,K01698,Low,0.0538437365,0.058007286,0.02987687125,0.00515439325000001
Succiniclasticum ruminis DSM11005,M00926,K01698,Low,0.0538437365,0.058007286,0.02987687125,0.00515439325000001
Succiniclasticum ruminis DSM11005,M00793,K01710,Low,0.053000853,0.0713488025,0.01249678375,0.00836546424999998
Succiniclasticum ruminis DSM11005,M00016,K01714,Low,0.044981717,0.050899994,0.00779172500000001,0.00468724374999999
Succiniclasticum ruminis DSM11005,M00525,K01714,Low,0.044981717,0.050899994,0.00779172500000001,0.00468724374999999
Succiniclasticum ruminis DSM11005,M00527,K01714,Low,0.044981717,0.050899994,0.00779172500000001,0.00468724374999999
Succiniclasticum ruminis DSM11005,M00121,K01719,Low,0.058745028,0.066060387,0.029431677,0.004860928
Succiniclasticum ruminis DSM11005,M00846,K01719,Low,0.058745028,0.066060387,0.029431677,0.004860928
Succiniclasticum ruminis DSM11005,M00926,K01719,Low,0.058745028,0.066060387,0.029431677,0.004860928
Succiniclasticum ruminis DSM11005,M00121,K01749,Low,0.041510543,0.055510561,0.0064566545,0.0082058635
Succiniclasticum ruminis DSM11005,M00846,K01749,Low,0.041510543,0.055510561,0.0064566545,0.0082058635
Succiniclasticum ruminis DSM11005,M00926,K01749,Low,0.041510543,0.055510561,0.0064566545,0.0082058635
Succiniclasticum ruminis DSM11005,M00016,K01778,Low,0.0599314765,0.0721363675,0.02838699675,0.00750843425000002
Succiniclasticum ruminis DSM11005,M00525,K01778,Low,0.0599314765,0.0721363675,0.02838699675,0.00750843425000002
Succiniclasticum ruminis DSM11005,M00527,K01778,Low,0.0599314765,0.0721363675,0.02838699675,0.00750843425000002
Succiniclasticum ruminis DSM11005,M00004,K01783,Low,0.090396083,0.0804472945,0.05394592625,0.0342919655
Succiniclasticum ruminis DSM11005,M00165,K01783,Low,0.090396083,0.0804472945,0.05394592625,0.0342919655
Succiniclasticum ruminis DSM11005,M00793,K01790,Low,0.055368572,0.0798485795,0.013700709,0.0143756335
Succiniclasticum ruminis DSM11005,M00001,K01803,Low,0.055888366,0.0641727355,0.01135643275,0.000526857000000006
Succiniclasticum ruminis DSM11005,M00165,K01803,Low,0.055888366,0.0641727355,0.01135643275,0.000526857000000006
Succiniclasticum ruminis DSM11005,M00004,K01808,Low,0.045611015,0.152075034,0.0422852125,0.017633584
Succiniclasticum ruminis DSM11005,M00165,K01808,Low,0.045611015,0.152075034,0.0422852125,0.017633584
Succiniclasticum ruminis DSM11005,M00001,K01810,Low,0.046404278,0.0699672985,0.03220577,0.0145089985
Succiniclasticum ruminis DSM11005,M00004,K01810,Low,0.046404278,0.0699672985,0.03220577,0.0145089985
Succiniclasticum ruminis DSM11005,M00026,K01814,Low,0.027597154,0.037736745,0.0065401115,0.00361104775
Succiniclasticum ruminis DSM11005,M00001,K01834,Low,0.079694149,0.128024672,0.0150065105,0.00775794525
Succiniclasticum ruminis DSM11005,M00121,K01845,Low,0.0498655915,0.060916873,0.0075427865,0.005726989
Succiniclasticum ruminis DSM11005,M00846,K01845,Low,0.0498655915,0.060916873,0.0075427865,0.005726989
Succiniclasticum ruminis DSM11005,M00926,K01845,Low,0.0498655915,0.060916873,0.0075427865,0.005726989
Succiniclasticum ruminis DSM11005,M00121,K01885,Low,0.057022823,0.0592713315,0.00978983725,0.0020254235
Succiniclasticum ruminis DSM11005,M00009,K01902,Low,0.0329827975,0.0672480845,0.03227059625,0.0114764885
Succiniclasticum ruminis DSM11005,M00011,K01902,Low,0.0329827975,0.0672480845,0.03227059625,0.0114764885
Succiniclasticum ruminis DSM11005,M00173,K01902,Low,0.0329827975,0.0672480845,0.03227059625,0.0114764885
Succiniclasticum ruminis DSM11005,M00374,K01902,Low,0.0329827975,0.0672480845,0.03227059625,0.0114764885
Succiniclasticum ruminis DSM11005,M00620,K01902,Low,0.0329827975,0.0672480845,0.03227059625,0.0114764885
Succiniclasticum ruminis DSM11005,M00009,K01903,Low,0.029856785,0.055902956,0.02362295325,0.01210434725
